age,workclass,education,marital-status,occupation,sex,hours-per-week,native-country,income
23, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Male,40, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Male,40, United-States, <=50K
21, ?, Some-college, Married-civ-spouse, ?, Male,40, United-States, <=50K
34, Local-gov, Masters, Divorced, Prof-specialty, Female,50, United-States, <=50K
43, Private, 11th, Married-civ-spouse, Craft-repair, Male,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Male,20, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Male,50, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Male,40, Vietnam, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Female,20, United-States, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Male,40, United-States, <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Male,60, United-States, <=50K
27, Private, Assoc-voc, Never-married, Adm-clerical, Female,35, United-States, <=50K
41, Private, HS-grad, Divorced, Protective-serv, Male,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Female,40, China, >50K
21, Private, Some-college, Never-married, Adm-clerical, Male,20, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Male,50, United-States, >50K
29, Private, Bachelors, Never-married, Exec-managerial, Male,40, United-States, <=50K
19, Self-emp-not-inc, Some-college, Never-married, Other-service, Female,22, United-States, <=50K
21, Local-gov, Some-college, Never-married, Adm-clerical, Male,40, Guatemala, <=50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Male,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Male,55, United-States, >50K
43, Private, Some-college, Never-married, Adm-clerical, Male,48, United-States, >50K
54, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Male,50, United-States, >50K
38, Private, Masters, Married-civ-spouse, Exec-managerial, Male,60, United-States, >50K
18, ?, Some-college, Never-married, ?, Male,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Adm-clerical, Female,40, United-States, >50K
30, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Female,36, United-States, >50K
30, Private, 9th, Married-civ-spouse, Craft-repair, Male,40, United-States, <=50K
28, Local-gov, HS-grad, Never-married, Exec-managerial, Female,35, United-States, <=50K
26, Private, Assoc-voc, Never-married, Adm-clerical, Female,45, United-States, <=50K
37, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Male,43, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Male,50, United-States, >50K
64, State-gov, Masters, Married-civ-spouse, Prof-specialty, Female,5, United-States, >50K
18, Private, HS-grad, Never-married, Sales, Female,28, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Adm-clerical, Male,30, United-States, <=50K
36, ?, Assoc-voc, Married-civ-spouse, ?, Female,8, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Male,30, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,40, United-States, <=50K
49, Private, 9th, Married-civ-spouse, Other-service, Male,40, United-States, <=50K
46, State-gov, HS-grad, Married-civ-spouse, Other-service, Male,43, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Male,40, United-States, <=50K
30, Private, Some-college, Divorced, Transport-moving, Male,40, United-States, <=50K
29, Private, HS-grad, Divorced, Prof-specialty, Female,30, Germany, <=50K
22, ?, HS-grad, Never-married, ?, Male,40, Mexico, <=50K
25, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Male,30, United-States, <=50K
38, Private, HS-grad, Separated, Priv-house-serv, Female,30, United-States, <=50K
32, ?, Bachelors, Divorced, ?, Female,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Male,50, United-States, <=50K
56, Private, Masters, Married-civ-spouse, Adm-clerical, Male,80, United-States, >50K
29, Private, Some-college, Divorced, Exec-managerial, Female,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Tech-support, Male,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Male,40, United-States, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Female,40, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Male,45, United-States, >50K
28, Local-gov, HS-grad, Never-married, Protective-serv, Male,40, United-States, <=50K
39, Private, Bachelors, Divorced, Adm-clerical, Female,20, United-States, <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Female,50, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Male,48, United-States, >50K
68, ?, 7th-8th, Married-civ-spouse, ?, Male,30, United-States, <=50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Male,55, United-States, >50K
57, Private, Prof-school, Never-married, Prof-specialty, Female,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Female,30, United-States, <=50K
24, Private, Assoc-voc, Never-married, Adm-clerical, Male,30, United-States, >50K
19, Private, Some-college, Never-married, Handlers-cleaners, Male,50, United-States, <=50K
55, Private, Assoc-acdm, Divorced, Sales, Female,30, United-States, <=50K
37, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Male,40, United-States, <=50K
37, Local-gov, Some-college, Never-married, Adm-clerical, Female,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Other-service, Male,50, United-States, <=50K
27, Private, HS-grad, Never-married, Other-service, Female,40, United-States, <=50K
40, State-gov, Bachelors, Never-married, Prof-specialty, Female,20, United-States, <=50K
51, Private, HS-grad, Divorced, Priv-house-serv, Female,40, United-States, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Male,56, United-States, <=50K
74, ?, Some-college, Widowed, ?, Female,3, United-States, <=50K
49, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Male,50, United-States, >50K
20, ?, Some-college, Never-married, ?, Female,40, United-States, <=50K
40, Federal-gov, Some-college, Divorced, Adm-clerical, Female,50, United-States, <=50K
80, Private, Some-college, Never-married, Prof-specialty, Male,60, United-States, <=50K
63, Private, Some-college, Married-civ-spouse, Protective-serv, Male,40, United-States, <=50K
63, Private, HS-grad, Divorced, Transport-moving, Male,45, United-States, >50K
51, Private, Some-college, Divorced, Adm-clerical, Female,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Female,40, United-States, <=50K
66, Self-emp-not-inc, HS-grad, Widowed, Craft-repair, Male,20, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Male,66, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,43, United-States, <=50K
20, Private, Some-college, Never-married, Transport-moving, Male,32, United-States, <=50K
33, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Male,60, United-States, >50K
26, Private, Some-college, Married-AF-spouse, Protective-serv, Male,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Exec-managerial, Male,50, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Male,50, United-States, >50K
47, Private, Bachelors, Divorced, Sales, Male,45, United-States, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Male,75, United-States, <=50K
53, Federal-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, Male,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Male,20, United-States, <=50K
26, Federal-gov, Some-college, Never-married, Craft-repair, Male,40, United-States, <=50K
53, Private, 7th-8th, Married-civ-spouse, Transport-moving, Male,60, United-States, >50K
65, Private, HS-grad, Never-married, Machine-op-inspct, Male,10, United-States, <=50K
68, Private, Bachelors, Married-civ-spouse, Transport-moving, Male,30, United-States, <=50K
30, Private, 10th, Never-married, Sales, Male,18, Guatemala, <=50K
28, Private, 11th, Married-civ-spouse, Craft-repair, Male,45, United-States, <=50K
54, Local-gov, 10th, Married-civ-spouse, Protective-serv, Male,45, United-States, <=50K
30, Private, HS-grad, Never-married, Other-service, Male,10, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Male,50, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Male,30, United-States, <=50K
19, Private, 11th, Never-married, Other-service, Male,20, United-States, <=50K
19, ?, Some-college, Never-married, ?, Female,35, United-States, <=50K
32, Federal-gov, Prof-school, Married-civ-spouse, Prof-specialty, Male,40, United-States, >50K
23, Private, Bachelors, Never-married, Exec-managerial, Female,40, United-States, <=50K
51, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Male,45, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Sales, Male,44, United-States, >50K
46, Local-gov, Bachelors, Never-married, Prof-specialty, Female,40, United-States, <=50K
38, Private, Some-college, Divorced, Tech-support, Female,50, United-States, <=50K
26, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Male,40, United-States, >50K
46, Private, HS-grad, Divorced, Prof-specialty, Female,40, United-States, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Female,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Female,16, United-States, <=50K
29, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Male,35, United-States, <=50K
51, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Male,50, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Male,52, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Female,40, United-States, <=50K
24, Self-emp-not-inc, Bachelors, Never-married, Farming-fishing, Male,50, United-States, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Other-service, Female,24, Mexico, <=50K
54, ?, HS-grad, Divorced, ?, Female,30, United-States, <=50K
34, Private, Assoc-acdm, Separated, Craft-repair, Male,60, United-States, <=50K
19, Private, Some-college, Never-married, Farming-fishing, Male,66, United-States, <=50K
21, Private, HS-grad, Never-married, Transport-moving, Male,40, United-States, <=50K
21, Private, 10th, Married-civ-spouse, Farming-fishing, Male,70, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Transport-moving, Male,24, United-States, <=50K
37, Federal-gov, Some-college, Never-married, Craft-repair, Male,40, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Exec-managerial, Male,46, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Other-service, Male,30, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Male,40, United-States, >50K
24, Private, 11th, Married-civ-spouse, Transport-moving, Male,40, Vietnam, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Male,40, United-States, <=50K
32, ?, Bachelors, Never-married, ?, Female,20, ?, <=50K
40, Private, HS-grad, Never-married, Other-service, Female,40, United-States, <=50K
52, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Male,35, United-States, >50K
49, Private, HS-grad, Divorced, Exec-managerial, Male,40, United-States, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Male,40, United-States, <=50K
62, Local-gov, HS-grad, Never-married, Craft-repair, Male,40, United-States, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Male,40, United-States, <=50K
49, Private, HS-grad, Separated, Machine-op-inspct, Female,40, United-States, <=50K
55, Federal-gov, Some-college, Divorced, Adm-clerical, Female,40, United-States, <=50K
20, ?, Some-college, Never-married, ?, Male,72, United-States, <=50K
37, Self-emp-inc, Bachelors, Never-married, Exec-managerial, Male,40, United-States, <=50K
43, State-gov, Bachelors, Married-civ-spouse, Adm-clerical, Male,40, United-States, >50K
29, Private, Some-college, Divorced, Adm-clerical, Female,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Female,40, United-States, >50K
28, Private, Some-college, Separated, Tech-support, Male,40, United-States, >50K
38, Private, Some-college, Never-married, Exec-managerial, Female,45, United-States, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Sales, Male,50, United-States, >50K
22, ?, Some-college, Never-married, ?, Male,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Female,20, United-States, <=50K
20, Private, 12th, Never-married, Other-service, Male,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Male,40, United-States, <=50K
30, Private, HS-grad, Never-married, Sales, Female,40, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Male,40, ?, <=50K
51, Private, Some-college, Divorced, Sales, Female,60, United-States, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, Female,40, ?, <=50K
48, Private, HS-grad, Divorced, Exec-managerial, Female,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Sales, Male,40, United-States, >50K
51, Local-gov, HS-grad, Divorced, Transport-moving, Male,40, United-States, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Tech-support, Male,48, United-States, >50K
62, ?, Assoc-voc, Married-civ-spouse, ?, Male,40, United-States, <=50K
50, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Male,40, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Sales, Female,40, United-States, >50K
54, Private, Some-college, Married-civ-spouse, Transport-moving, Male,60, United-States, >50K
68, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Male,45, United-States, >50K
23, Self-emp-not-inc, Assoc-acdm, Never-married, Craft-repair, Male,30, United-States, <=50K
49, Private, Masters, Never-married, Sales, Female,35, United-States, <=50K
24, Private, 10th, Married-civ-spouse, Handlers-cleaners, Male,40, United-States, <=50K
30, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Male,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Male,45, United-States, <=50K
34, Private, HS-grad, Never-married, Sales, Female,35, United-States, <=50K
22, Private, Some-college, Never-married, Exec-managerial, Male,40, United-States, <=50K
30, Private, 7th-8th, Separated, Handlers-cleaners, Male,40, United-States, <=50K
61, Private, 7th-8th, Married-civ-spouse, Transport-moving, Male,31, United-States, <=50K
36, Private, HS-grad, Divorced, Exec-managerial, Male,40, United-States, <=50K
51, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Male,40, United-States, <=50K
43, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Female,40, Vietnam, >50K
54, Federal-gov, Some-college, Married-civ-spouse, Protective-serv, Male,48, United-States, >50K
63, Private, HS-grad, Widowed, Prof-specialty, Female,25, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Male,40, United-States, >50K
63, Self-emp-not-inc, 10th, Married-civ-spouse, Machine-op-inspct, Male,40, United-States, <=50K
51, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Male,60, United-States, >50K
27, Private, HS-grad, Divorced, Sales, Female,35, United-States, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Male,40, United-States, >50K
31, ?, Bachelors, Married-civ-spouse, ?, Female,25, United-States, >50K
46, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Male,40, United-States, <=50K
53, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Male,40, United-States, >50K
26, Federal-gov, Some-college, Divorced, Adm-clerical, Male,24, United-States, <=50K
43, Private, HS-grad, Never-married, Machine-op-inspct, Male,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Male,50, United-States, >50K
50, Federal-gov, HS-grad, Divorced, Prof-specialty, Male,40, United-States, <=50K
54, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Male,40, United-States, >50K
62, ?, Some-college, Married-civ-spouse, ?, Female,45, United-States, >50K
57, State-gov, Some-college, Divorced, Prof-specialty, Female,40, United-States, <=50K
19, ?, Some-college, Never-married, ?, Male,24, United-States, <=50K
29, Local-gov, HS-grad, Never-married, Other-service, Male,20, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Male,40, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Male,55, United-States, >50K
18, ?, Some-college, Never-married, ?, Male,40, United-States, <=50K
22, ?, Some-college, Never-married, ?, Male,40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Male,40, El-Salvador, <=50K
69, Private, 11th, Married-civ-spouse, Adm-clerical, Male,20, United-States, <=50K
56, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Male,40, United-States, <=50K
53, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Male,35, United-States, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Male,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Other-service, Male,40, United-States, <=50K
33, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Male,84, Taiwan, >50K
48, Private, HS-grad, Divorced, Sales, Female,30, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,40, United-States, >50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Male,45, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Male,40, United-States, <=50K
32, Private, 7th-8th, Married-civ-spouse, Craft-repair, Male,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,40, United-States, >50K
27, ?, Bachelors, Never-married, ?, Male,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Male,14, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Male,50, United-States, <=50K
25, Private, Bachelors, Never-married, Transport-moving, Male,60, United-States, <=50K
72, Private, Some-college, Married-civ-spouse, Protective-serv, Male,40, United-States, <=50K
29, Private, 11th, Divorced, Craft-repair, Male,40, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Female,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Other-service, Male,48, England, <=50K
50, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Male,60, Columbia, <=50K
45, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Male,30, United-States, <=50K
52, Private, Some-college, Divorced, Prof-specialty, Male,40, United-States, >50K
53, Private, Masters, Married-civ-spouse, Exec-managerial, Male,48, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Male,48, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,40, United-States, >50K
20, Private, HS-grad, Never-married, Sales, Female,20, United-States, <=50K
75, Private, 5th-6th, Widowed, Other-service, Male,10, United-States, <=50K
32, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Male,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,40, United-States, <=50K
53, Private, Masters, Divorced, Prof-specialty, Female,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Female,35, United-States, <=50K
46, State-gov, Assoc-voc, Divorced, Adm-clerical, Female,38, United-States, <=50K
39, Private, Assoc-acdm, Separated, Prof-specialty, Female,30, United-States, <=50K
38, Private, Some-college, Divorced, Craft-repair, Male,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Male,60, United-States, <=50K
63, Local-gov, Bachelors, Never-married, Prof-specialty, Female,21, United-States, <=50K
28, Private, 1st-4th, Married-civ-spouse, Machine-op-inspct, Male,43, Mexico, <=50K
28, ?, Bachelors, Never-married, ?, Male,45, United-States, <=50K
49, Private, HS-grad, Never-married, Adm-clerical, Female,35, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Male,40, Mexico, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Male,45, United-States, >50K
39, Private, HS-grad, Never-married, Tech-support, Male,62, England, <=50K
42, ?, HS-grad, Divorced, ?, Female,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Male,40, United-States, <=50K
45, ?, HS-grad, Separated, ?, Female,10, United-States, <=50K
29, ?, HS-grad, Divorced, ?, Female,40, United-States, <=50K
24, Federal-gov, Bachelors, Never-married, Prof-specialty, Male,45, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Tech-support, Male,50, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Transport-moving, Male,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Male,24, United-States, <=50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Female,35, Puerto-Rico, <=50K
42, Private, Masters, Divorced, Prof-specialty, Female,40, United-States, <=50K
52, Self-emp-not-inc, Assoc-voc, Divorced, Prof-specialty, Female,35, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Male,40, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Male,52, United-States, >50K
43, Private, Some-college, Divorced, Prof-specialty, Male,45, United-States, <=50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Male,40, United-States, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Male,40, England, <=50K
83, ?, HS-grad, Widowed, ?, Female,20, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Male,55, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Female,20, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Prof-specialty, Female,40, United-States, >50K
25, Private, 11th, Married-civ-spouse, Craft-repair, Male,40, United-States, <=50K
48, Private, 11th, Married-civ-spouse, Transport-moving, Male,40, United-States, <=50K
59, ?, Assoc-acdm, Divorced, ?, Male,8, United-States, <=50K
44, State-gov, Bachelors, Never-married, Adm-clerical, Male,40, United-States, <=50K
36, Private, 9th, Divorced, Handlers-cleaners, Male,56, United-States, <=50K
40, Private, HS-grad, Never-married, Handlers-cleaners, Male,40, Ireland, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Female,35, Jamaica, <=50K
41, Private, Some-college, Separated, Adm-clerical, Female,38, United-States, <=50K
24, Private, Bachelors, Never-married, Exec-managerial, Female,50, United-States, <=50K
67, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Male,60, United-States, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Male,38, United-States, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Male,60, United-States, <=50K
48, Private, Masters, Divorced, Sales, Male,35, United-States, <=50K
55, ?, Assoc-acdm, Married-civ-spouse, ?, Male,20, United-States, >50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Male,40, Ecuador, <=50K
50, Private, Bachelors, Divorced, Prof-specialty, Female,36, Ireland, <=50K
64, State-gov, 10th, Married-civ-spouse, Exec-managerial, Male,40, United-States, >50K
49, Private, 9th, Divorced, Other-service, Male,37, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Male,52, United-States, <=50K
30, Private, HS-grad, Separated, Adm-clerical, Female,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Other-service, Male,30, China, <=50K
52, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Male,40, United-States, >50K
22, Private, Some-college, Never-married, Protective-serv, Male,25, United-States, <=50K
77, ?, HS-grad, Widowed, ?, Female,14, United-States, <=50K
19, State-gov, Some-college, Never-married, Adm-clerical, Male,15, United-States, <=50K
52, Private, HS-grad, Divorced, Craft-repair, Male,55, United-States, >50K
42, Private, Bachelors, Married-spouse-absent, Tech-support, Female,40, United-States, <=50K
35, Private, HS-grad, Separated, Exec-managerial, Female,36, United-States, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Female,50, United-States, <=50K
54, State-gov, HS-grad, Never-married, Other-service, Female,38, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,40, United-States, <=50K
37, Private, 10th, Married-civ-spouse, Transport-moving, Male,35, United-States, <=50K
28, Private, 7th-8th, Married-civ-spouse, Craft-repair, Male,30, United-States, <=50K
63, Private, Bachelors, Married-civ-spouse, Sales, Male,40, United-States, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Male,42, United-States, <=50K
28, Private, Bachelors, Never-married, Sales, Female,40, United-States, <=50K
23, ?, Some-college, Never-married, ?, Male,40, United-States, <=50K
44, Private, Prof-school, Never-married, Prof-specialty, Female,40, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Male,40, United-States, >50K
35, Private, Bachelors, Never-married, Sales, Male,50, ?, >50K
64, Private, HS-grad, Divorced, Priv-house-serv, Female,50, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Male,40, United-States, >50K
59, Local-gov, Assoc-acdm, Divorced, Prof-specialty, Female,50, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Female,40, United-States, <=50K
40, Private, Some-college, Never-married, Sales, Female,44, United-States, <=50K
35, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Male,40, Mexico, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Female,15, United-States, <=50K
35, Local-gov, HS-grad, Never-married, Protective-serv, Male,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Male,48, United-States, <=50K
28, Private, HS-grad, Divorced, Machine-op-inspct, Male,40, United-States, <=50K
37, ?, Some-college, Married-civ-spouse, ?, Male,20, United-States, <=50K
72, ?, Doctorate, Married-civ-spouse, ?, Male,6, United-States, >50K
25, Self-emp-inc, Assoc-acdm, Never-married, Sales, Male,60, United-States, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Female,40, United-States, <=50K
19, ?, Some-college, Never-married, ?, Female,45, United-States, <=50K
31, Private, Assoc-voc, Divorced, Sales, Female,38, United-States, <=50K
41, Private, HS-grad, Never-married, Adm-clerical, Female,40, United-States, <=50K
31, Private, 10th, Married-civ-spouse, Tech-support, Male,40, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,40, United-States, <=50K
20, Private, Some-college, Never-married, Exec-managerial, Male,47, United-States, <=50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Male,50, United-States, <=50K
26, Private, HS-grad, Divorced, Other-service, Female,12, United-States, <=50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Male,60, Greece, <=50K
29, Local-gov, HS-grad, Never-married, Protective-serv, Male,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Male,40, United-States, >50K
40, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Male,40, United-States, >50K
21, Private, Assoc-acdm, Never-married, Other-service, Male,35, Jamaica, <=50K
21, Private, Some-college, Never-married, Craft-repair, Male,70, United-States, <=50K
34, Self-emp-not-inc, Prof-school, Separated, Prof-specialty, Male,48, United-States, >50K
24, Private, Bachelors, Never-married, Exec-managerial, Female,15, United-States, <=50K
28, Private, 10th, Divorced, Other-service, Female,40, United-States, <=50K
35, Private, HS-grad, Separated, Transport-moving, Male,50, United-States, <=50K
35, Private, HS-grad, Divorced, Craft-repair, Male,40, United-States, <=50K
38, State-gov, Bachelors, Never-married, Exec-managerial, Female,40, United-States, <=50K
44, Federal-gov, HS-grad, Divorced, Adm-clerical, Female,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Female,40, Poland, >50K
57, Local-gov, HS-grad, Divorced, Other-service, Female,40, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Female,40, United-States, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Male,48, United-States, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Male,40, United-States, <=50K
50, Private, HS-grad, Widowed, Other-service, Female,40, United-States, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Male,20, United-States, <=50K
28, Private, Assoc-voc, Divorced, Craft-repair, Male,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Sales, Male,60, United-States, <=50K
29, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Male,40, United-States, <=50K
